WORD|맡겨도|ko	Word	내가 맡겨도 너무 잘 맡겼네	"I entrusted it to you, and you did so well,"	맡겨도	맡겨도	Noun		"Even if entrusted, Even if I leave it to you, Even if you take care of it"	Netflix	ko	en	matgyeo+do	naega matgyeodo neomu jal matgyeossne	750	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:36	"태평이랑 둘이 사귀는 줄 알았는데
내가 맡겨도 너무 잘 맡겼네
[치열의 웃음]"	"I thought you were dating Taepyeong alone,
I entrusted it to you, and you did so well,
[Chiyeol laughs]"	"I thought she was dating Tae-pyeong.
I'm glad I put him under her care.
"	1755048971535_prev.jpg	1755048971535_next.jpg	1755048971535.mp3
WORD|사귀는|ko	Word	태평이랑 둘이 사귀는 줄 알았는데	I thought you and Taepyeong were dating	사귀는	사귀는	Noun		"Dating, dating, going out with"	Netflix	ko	en	sagwineun	taepyeong-ilang dul-i sagwineun jul al-assneunde	749	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:36	"[치열의 숨 들이켜는 소리]
태평이랑 둘이 사귀는 줄 알았는데
내가 맡겨도 너무 잘 맡겼네"	"[Sound of taking a deep breath in the midst of a fierce battle]
I thought you and Taepyeong were dating
I entrusted it to you, and you did a great job"	"
I thought she was dating Tae-pyeong.
I'm glad I put him under her care."	1755048960035_prev.jpg	1755048960035_next.jpg	1755048960035.mp3
WORD|책임감을|ko	Word	사수로서 책임감을 가지고 잘 가르쳐 보겠습니다	I will teach you well with a sense of responsibility as your guardian.	책임감을	책임감을	Noun		"Responsibility, Sense of responsibility, Accountability"	Netflix	ko	en	chaeg-imgam-eul	sasuloseo chaeg-imgam-eul gajigo jal galeuchyeo bogess-seubnida	744	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:35	"[미래] 하지만 믿고 맡겨 주신 만큼
사수로서 책임감을 가지고 잘 가르쳐 보겠습니다
그래, 잘 부탁해, 변 주임"	"[Future] However, as much as you have entrusted me with your trust,
I will teach you well with a sense of responsibility as your guardian.
Yes, I'm counting on you, Assistant Manager Byun."	"But since you've trusted me,
I'll take responsibility as his mentor and teach him well.
Okay. Please take good care of him, Ms. Byeon."	1755048909641_prev.jpg	1755048909641_next.jpg	1755048909641.mp3
WORD|맡겨|ko	Word	[미래] 하지만 믿고 맡겨 주신 만큼	"[Future] However, as much as you have entrusted me with your trust,"	맡겨	맡겨	Verb		"Entrust, entrust, leave to"	Netflix	ko	en	matgyeo	[ milae ] hajiman midgo matgyeo jusin mankeum	743	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:35	"응, 그건 그렇지
[미래] 하지만 믿고 맡겨 주신 만큼
사수로서 책임감을 가지고 잘 가르쳐 보겠습니다"	"Yes, that's right.
[Future] However, as much as you have entrusted me with your trust,
As a guardian, I will teach you well with a sense of responsibility."	"That's true.
But since you've trusted me,
I'll take responsibility as his mentor and teach him well."	1755048902956_prev.jpg	1755048902956_next.jpg	1755048902956.mp3
WORD|권한|ko	Word	그건 제 권한 밖의 일이라	"That is beyond my authority,"	권한	권한	Adj		"power, authority, privilege"	Netflix	ko	en	gwon+ha+ㄴ	geugeon je gwonhan bakk-ui il-ila	740	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:34	"[흥미로운 음악]
그건 제 권한 밖의 일이라
약속드리기 어렵습니다"	"[Interesting music]
That is beyond my authority,
so it is difficult to promise."	"
It's beyond my power,
so I can't make that promise."	1755048876758_prev.jpg	1755048876758_next.jpg	1755048876758.mp3
WORD|붙어|ko	Word	회사에 오래 붙어 있을 수 있게 좀 해 주게	Please make it so he can stay at the company for a long time.	붙어	붙어	Verb		"stick, attach, adhere"	Netflix	ko	en	but+eo	hoesa-e olae but-eo iss-eul su issge jom hae juge	736	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:33	"[치열] 이제는 그 녀석이
회사에 오래 붙어 있을 수 있게 좀 해 주게
변 주임"	"[Fierce] Now, that guy
Please make it so he can stay at the company for a long time.
Assistant Manager Byun"	"please help him stick around for the long haul.
please help him stick around for the long haul.
Ms. Byeon."	1755048839131_prev.jpg	1755048839131_next.jpg	1755048839131.mp3
WORD|성공했으니까|ko	Word	회사에 들어오게 하는 데는 성공했으니까	Since I succeeded in getting him into the company	성공했으니까	성공했으니까	Verb		"Because it was successful, Because I succeeded, Since I succeeded"	Netflix	ko	en	seonggonghaess-euni-kka	hoesa-e deul-eo-oge haneun deneun seonggonghaess-euni-kka	734	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:33	"[치열의 옅은 탄식]
회사에 들어오게 하는 데는 성공했으니까
[치열] 이제는 그 녀석이"	"[Yeol's faint sigh]
Since I succeeded in getting him into the company
[Yeol] Now that guy"	"
Now that I've gotten him to join the company,
please help him stick around for the long haul."	1755048832854_prev.jpg	1755048832854_next.jpg	1755048832854.mp3
WORD|신입으로|ko	Word	신입으로 들어온 막내들이 하는 일부터 하고 있습니다	I'm doing the work that the new maknaes do.	신입으로	신입으로	Adv		"as a newcomer, As a freshman, as a new employee"	Netflix	ko	en	sin-ib-eulo	sin-ib-eulo deul-eo-on magnaedeul-i haneun ilbuteo hago iss-seubnida	729	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:33	"[미래] 아
신입으로 들어온 막내들이 하는 일부터 하고 있습니다
아아, 그렇지, 그렇지, 막내니까"	"[Future] Ah
I'm doing the work that the new maknaes do.
Ah, right, right, because they're the maknaes."	"He's doing the tasks that are meant for the newest recruit.
He's doing the tasks that are meant for the newest recruit.
I see. That's right. He's the newest recruit,"	1755048794914_prev.jpg	1755048794914_next.jpg	1755048794914.mp3
WORD|적응하고|ko	Word	우리 남 사원은 잘 적응하고 있나?	Is our Nam employee adapting well?	적응하고	적응하고	Verb		"Adapt, adapt and, adapt"	Netflix	ko	en	jeog-eunghago	uli nam sa-won-eun jal jeog-eunghago issna ?	724	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:32	"아, 네, 놀라긴 했는데 괜찮습니다
우리 남 사원은 잘 적응하고 있나?
잘 적응하면서 잘 배우고 있습니다"	"Ah, yes, I was surprised, but I'm okay.
Is our Nam employee adapting well?
He is adapting well and learning well."	"Yes. I was surprised, but it's okay.
Is Tae-pyeong adjusting well?
He's adjusting and learning quickly."	1755048764219_prev.jpg	1755048764219_next.jpg	1755048764219.mp3
WORD|놀라긴|ko	Word	"아, 네, 놀라긴 했는데 괜찮습니다"	"Ah, yes, I was surprised, but it's okay."	놀라긴	놀라긴	Pron		"surprised, Surprised, amazed"	Netflix	ko	en	nollagin	"a , ne , nollagin haessneunde gwaenchanhseubnida"	723	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:32	"많이 놀랐지? 내가 갑자기 사수로 지정해서
아, 네, 놀라긴 했는데 괜찮습니다
우리 남 사원은 잘 적응하고 있나?"	"You must have been very surprised? That I suddenly assigned you as my successor
Ah, yes, I was surprised, but it's okay.
Is our Nam employee adapting well?"	"You must've been surprised because I suddenly made you his mentor.
Yes. I was surprised, but it's okay.
Is Tae-pyeong adjusting well?"	1755048754379_prev.jpg	1755048754379_next.jpg	1755048754379.mp3
WORD|지정해서|ko	Word	많이 놀랐지? 내가 갑자기 사수로 지정해서	You must have been surprised? Me suddenly being assigned as your supervisor	지정해서	지정해서	Verb		"By designation, designate, appoint"	Netflix	ko	en	jijeonghaeseo	manh-i nollassji ? naega gabjagi sasulo jijeonghaeseo	722	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:32	"[엘리베이터 문 닫히는 소리]
많이 놀랐지? 내가 갑자기 사수로 지정해서
아, 네, 놀라긴 했는데 괜찮습니다"	"[Sound of elevator doors closing]
You must have been surprised? Me suddenly being assigned as your supervisor
Ah, yes, I was surprised, but it's okay"	"
You must've been surprised because I suddenly made you his mentor.
Yes. I was surprised, but it's okay."	1755048742972_prev.jpg	1755048742972_next.jpg	1755048742972.mp3
WORD|사수+로|ko	Word	많이 놀랐지? 내가 갑자기 사수로 지정해서	You must have been surprised? Me suddenly being assigned as your supervisor	사수로	사수+로	Adv		"Waterway, bodyguard, escort"	Netflix	ko	en	sasu+lo	manh-i nollassji ? naega gabjagi sasulo jijeonghaeseo	722	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:32	"[엘리베이터 문 닫히는 소리]
많이 놀랐지? 내가 갑자기 사수로 지정해서
아, 네, 놀라긴 했는데 괜찮습니다"	"[Sound of elevator doors closing]
You must have been surprised? Me suddenly being assigned as your supervisor
Ah, yes, I was surprised, but it's okay"	"
You must've been surprised because I suddenly made you his mentor.
Yes. I was surprised, but it's okay."	1755048740156_prev.jpg	1755048740156_next.jpg	1755048740156.mp3
WORD|후딱|ko	Word	조용히 후딱 돈 벌고 오자	Let's quietly and quickly earn money and come back.	후딱	후딱	Adv		"Crackle, quickly, swiftly"	Netflix	ko	en	hu-ttag	jo-yonghi hu-ttag don beolgo oja	89	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:31	"그 일당이면 마트 일주일 치 페이야
조용히 후딱 돈 벌고 오자
[반짝이는 효과음]"	"With that amount, it's a week's pay at the supermarket.
Let's quietly and quickly earn money and come back.
[Sparkling sound effect]"	"The daily wage is the same as the weekly wage at the mart.
Let's go make some cash quickly.
"	1755048660910_prev.jpg	1755048660910_next.jpg	1755048660910.mp3
WORD|마치고|ko	Word	그럼 이거까지 마치고 퇴근하세요	Then finish this and go home.	마치고	마치고	Verb		"After, grad, after finishing"	Netflix	ko	en	machi+go	geuleom igeo-kkaji machigo toegeunhase-yo	703	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:30	"[부장] 저, 파이팅하세요
그럼 이거까지 마치고 퇴근하세요
예, 수고하셨습니다"	"[Manager] Uh, fight on!
Then finish this and go home.
Yes, you worked hard."	"Cheer up.
You can get off work after you finish it.
Okay. Thank you."	1755048624627_prev.jpg	1755048624627_next.jpg	1755048624627.mp3
WORD|명세표+에|ko	Word	여기 명세표에 나와 있는 거부터 좀 정리를 해 볼 거예요	so I'm going to organize what's on this specification sheet.	명세표에	명세표+에	Adv		"specification sheet, specification table, spec sheet"	Netflix	ko	en	myeongsepyo+e	yeogi myeongsepyo-e na-wa issneun geobuteo jom jeonglileul hae bol geo-ye-yo	690	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:27	"[미래] 일단 업무 파악을 해야 되니까
여기 명세표에 나와 있는 거부터 좀 정리를 해 볼 거예요
[태평] 네"	"[Future] First, I need to understand the tasks,
so I'm going to organize what's on this specification sheet.
[Taepyeong] Yes."	"-Thank you. -You need to get familiar,
so check out this statement first.
Okay."	1755048469898_prev.jpg	1755048469898_next.jpg	1755048469898.mp3
WORD|이만|ko	Word	이만 퇴근들 하지	Let's all head home now	이만	이만	Num		"this much, only, just"	Netflix	ko	en	i+man	iman toegeundeul haji	687	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:27	"오늘도 뜨거운 하루였습니다 [웃음]
이만 퇴근들 하지
- [이 팀장] 네, 수고하셨습니다 - [직원들] 고생하셨습니다"	"It was another hot day today [laughter]
Let's all head home now
- [Team Leader Lee] Yes, good work today - [Employees] Good work today"	"It was another passionate day.
Let's get off work.
-Okay. -Thank you. -Thank you. -You need to get familiar,"	1755048452011_prev.jpg	1755048452011_next.jpg	1755048452011.mp3
WORD|명세표+이+에요|ko	Word	- [미래] 이게 월 거래 명세표예요 - [부장의 헛기침]	- [Future] This is the monthly transaction statement - [Manager's clearing throat]	명세표예요	명세표+이+에요	Verb		"specification sheet, spec sheet, specification table"	Netflix	ko	en	myeongsepyo+i+e-yo	- [ milae ] ige wol geolae myeongsepyo-ye-yo - [ bujang-ui heosgichim ]	682	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:26	"파트너요?
- [미래] 이게 월 거래 명세표예요 - [부장의 헛기침]
매달 우리가 정리해서 보내 줘야 되는 거고"	"Partner?
- [Future] This is the monthly transaction statement - [Manager's clearing throat]
It's what we have to organize and send every month"	"Your partner?
This is our monthly transaction statement.
We need to organize it every month and send it."	1755048416072_prev.jpg	1755048416072_next.jpg	1755048416072.mp3
WORD|거래|ko	Word	- [미래] 이게 월 거래 명세표예요 - [부장의 헛기침]	- [Future] This is the monthly transaction statement - [Manager's clearing throat]	거래	거래	Verb		"deal, transaction, trade"	Netflix	ko	en	geolae	- [ milae ] ige wol geolae myeongsepyo-ye-yo - [ bujang-ui heosgichim ]	682	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:26	"파트너요?
- [미래] 이게 월 거래 명세표예요 - [부장의 헛기침]
매달 우리가 정리해서 보내 줘야 되는 거고"	"Partner?
- [Future] This is the monthly transaction statement - [Manager's clearing throat]
It's what we have to organize and send every month"	"Your partner?
This is our monthly transaction statement.
We need to organize it every month and send it."	1755048410837_prev.jpg	1755048410837_next.jpg	1755048410837.mp3
WORD|다듬어+만|ko	Word	"아, 예 다듬어만 주시면 됩니다, 예"	"Ah, yes Just trim them, yes"	다듬어만	다듬어+만	Noun		"trimmed, refined, polished"	Netflix	ko	en	dadeum-eo+man	"a , ye dadeum-eoman jusimyeon doebnida , ye"	670	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:25	"근데 앞머리는 얼마나 자를까요?
아, 예 다듬어만 주시면 됩니다, 예
참, 길이가, 참"	"But how much should I cut the bangs?
Ah, yes Just trim them, yes
 참, the length, 참"	"By the way, how short do you want the front to be?
Just trim it, please.
"	1755048337074_prev.jpg	1755048337074_next.jpg	1755048337074.mp3
WORD|따서|ko	Word	안정인 씨 이름을 따서 지은 겁니까?	named after Mr. Ahn Jung-in?	따서	따서	Verb		"After, named, to take, to pick, to pluck, to gather"	Netflix	ko	en	tta+aseo	anjeong-in ssi ileum-eul ttaseo ji-eun geobni-kka ?	661	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:24	"가게 이름은
안정인 씨 이름을 따서 지은 겁니까?
네"	"Is the store name
named after Mr. Ahn Jung-in?
Yes"	"Is that the name since your first name is a homophone for ""Fiancé""?
Is that the name since your first name is a homophone for ""Fiancé""?
Yes."	1755048289558_prev.jpg	1755048289558_next.jpg	1755048289558.mp3
WORD|목|ko	Word	[정인] 목 빠지게 기다렸거든요	[Jeong-in] I've been waiting impatiently	목	목	Noun		"neck, wood, throat"	Netflix	ko	en	mog	[ jeong-in ] mog ppajige gidalyeossgeodeun-yo	656	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:24	"언제 오나
[정인] 목 빠지게 기다렸거든요
[정인의 옅은 웃음]"	"When are you coming?
[Jeong-in] I've been waiting impatiently
[Jeong-in's faint smile]"	"I've been waiting for you eagerly.
I've been waiting for you eagerly.
"	1755048246586_prev.jpg	1755048246586_next.jpg	1755048246586.mp3
WORD|민폐|ko	Word	"걱정 마요, 민폐 아니에요"	"Don't worry, it's not a bother"	민폐	민폐	Noun		"Civilian, nuisance, trouble"	Netflix	ko	en	minpye	"geogjeong ma-yo , minpye ani-e-yo"	654	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:23	"[정인의 웃음]
걱정 마요, 민폐 아니에요
언제 오나"	"[Jeongin's laughter]
Don't worry, it's not a bother
When is it coming?"	"
Don't worry. It's no trouble.
I've been waiting for you eagerly."	1755048228027_prev.jpg	1755048228027_next.jpg	1755048228027.mp3
WORD|끼치네요|ko	Word	바쁘신데 제가 괜히 민폐를 끼치네요	I'm sorry to bother you when you're so busy.	끼치네요	끼치네요	Verb		"It's weird, It's causing, It's bringing about"	Netflix	ko	en	kkichine-yo	ba-ppeusinde jega gwaenhi minpyeleul kkichine-yo	652	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:23	"[부드러운 음악]
바쁘신데 제가 괜히 민폐를 끼치네요
[정인의 웃음]"	"[Soft music]
I'm sorry to bother you when you're so busy.
[Jeong-in's laughter]"	"
I'm sorry to trouble you when you're busy.
"	1755048222430_prev.jpg	1755048222430_next.jpg	1755048222430.mp3
WORD|민폐를|ko	Word	바쁘신데 제가 괜히 민폐를 끼치네요	I'm sorry to bother you when you're so busy.	민폐를	민폐를	Noun		"Waste, trouble, nuisance"	Netflix	ko	en	minpyeleul	ba-ppeusinde jega gwaenhi minpyeleul kkichine-yo	652	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:23	"[부드러운 음악]
바쁘신데 제가 괜히 민폐를 끼치네요
[정인의 웃음]"	"[Soft music]
I'm sorry to bother you when you're so busy.
[Jeong-in's laughter]"	"
I'm sorry to trouble you when you're busy.
"	1755048219118_prev.jpg	1755048219118_next.jpg	1755048219118.mp3
WORD|돌려보낼|ko	Word	오신 손님을 또 그냥 돌려보낼 수는 없죠	We can't just send away the guests who have come.	돌려보낼	돌려보낼	Verb		"return, To return, send back"	Netflix	ko	en	dollyeobonael	osin sonnim-eul tto geunyang dollyeobonael suneun eobsjyo	648	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:23	"[정인] 그렇지만
오신 손님을 또 그냥 돌려보낼 수는 없죠
들어가요"	"[Jeongin] But still,
We can't just send away the guests who have come.
Let's go in."	"But
you're already here, and I can't turn away a customer.
Let's go inside."	1755048193900_prev.jpg	1755048193900_next.jpg	1755048193900.mp3
WORD|자르게요|ko	Word	머리 자르게요?	You're cutting your hair?	자르게요	자르게요	Verb		"I will cut it, I will slice it, I will chop it"	Netflix	ko	en	jaleuge-yo	meoli jaleuge-yo ?	642	nf_81739035	Romance in the House E10 Tears are Saltier than Water	2025-08-13 01:21	"- [정인] 어머 - [재걸의 당황한 소리]
머리 자르게요?
아, 예"	"- [Jeong-in] Oh my - [Jae-geol's flustered sound]
You're cutting your hair?
Ah, yes"	"
Are you here to get a haircut?
Oh, yes."	1755048096138_prev.jpg	1755048096138_next.jpg	1755048096138.mp3
